6.0	9.0	0.0	1.0	7.0	0.0	2.0	0.0	0.0	2.0	5.0	6.0	1.0	5.0	0.0	7.0	2.0	0.0	6.0	5.0	3.0	8.0	4.0	1.0	6.0	1.0	8.0	3.0	3.0	2.0	4.0	5.0	4.0	0.0	4.0	8.0	0.0	9.0	1.0	7.0	8.0	8.0	8.0	8.0	9.0	8.0	2.0	8.0	8.0	4.0	2.0	9.0	3.0	6.0	3.0	2.0	7.0	2.0	4.0	5.0	8.0	5.0	4.0	1.0	1.0	1.0	2.0	3.0	7.0	5.0	0.0	7.0	7.0	6.0	4.0	9.0	7.0	5.0	3.0	3.0	3.0	6.0	3.0	7.0	5.0	3.0	6.0	4.0	6.0	9.0	2.0	6.0	0.0	6.0	2.0	5.0	4.0	1.0	1.0	1.0	
0.0	4.0	4.0	7.0	9.0	7.0	1.0	4.0	3.0	9.0	5.0	7.0	3.0	0.0	5.0	8.0	1.0	3.0	8.0	0.0	8.0	5.0	2.0	5.0	2.0	8.0	1.0	2.0	0.0	4.0	6.0	0.0	4.0	1.0	1.0	9.0	2.0	9.0	1.0	1.0	0.0	9.0	7.0	8.0	8.0	3.0	5.0	9.0	5.0	3.0	9.0	9.0	9.0	2.0	3.0	1.0	4.0	8.0	1.0	2.0	3.0	5.0	7.0	1.0	9.0	9.0	5.0	8.0	7.0	9.0	8.0	8.0	0.0	9.0	8.0	4.0	8.0	8.0	6.0	5.0	0.0	4.0	7.0	4.0	5.0	4.0	7.0	5.0	7.0	4.0	5.0	8.0	3.0	7.0	0.0	7.0	7.0	1.0	4.0	6.0	
0.0	0.0	-2.5	2.1	-9.1	1.6	0.4	2.5	0.1	0.4	-3.6	0.6	0.6	5.5	5.9	-5.5	4.4	7.1	-1.0	6.5	-5.5	-6.1	4.8	-2.6	-3.3	1.5	-1.6	0.3	6.5	4.5	-5.8	2.5	0.5	2.4	4.4	-3.6	0.8	-3.1	0.9	1.9	-1.0	-9.6	-1.4	-3.0	-2.5	-1.9	0.9	-5.6	-2.1	3.1	-2.6	-8.1	-4.1	-2.3	-0.4	1.4	-2.0	-4.0	6.4	1.3	-5.9	-0.6	0.6	6.9	-3.1	0.9	2.9	-1.5	-3.9	-4.1	-1.0	-6.5	-1.5	-4.6	2.0	1.0	-3.5	-1.5	1.8	0.4	-0.5	-5.5	-4.9	-3.0	-4.6	-2.0	-3.4	-2.1	-3.4	-5.0	-2.1	-6.0	-1.9	-4.4	7.0	0.1	0.6	1.9	6.0	-0.3	
0.0	0.0	0.0	16.9	-22.1	10.4	4.1	13.0	3.8	12.1	-8.5	10.0	5.3	15.9	22.6	-5.9	9.7	19.6	-2.4	12.3	-6.2	-15.5	12.7	1.5	-7.8	8.9	-7.7	6.6	18.6	12.5	-5.5	6.7	3.5	15.2	9.3	-8.5	11.8	-1.0	4.9	2.3	-3.7	-18.9	1.9	-7.5	-2.0	-2.3	4.3	-10.3	1.1	8.3	3.9	-17.0	-2.4	-8.4	1.6	3.5	-1.5	1.1	19.1	9.7	-14.9	5.7	11.3	21.3	5.3	14.9	8.1	4.4	-3.5	0.3	9.6	-13.3	-4.3	-5.6	9.1	-0.6	-8.1	6.1	12.2	2.4	3.8	-13.2	-1.2	-3.9	-10.9	3.2	0.4	3.7	-4.6	-9.0	-3.9	-11.4	0.0	-8.0	21.5	1.5	8.3	6.3	23.7	4.7	
0.0	0.0	0.0	0.0	-10.5	-1.8	8.5	0.2	8.1	-2.1	3.4	0.2	4.1	6.0	3.3	-4.3	5.5	10.8	1.6	8.4	-1.0	-5.8	5.8	-2.6	2.7	0.2	4.5	2.1	6.1	8.4	-1.2	6.4	5.3	2.0	1.7	-6.6	10.0	1.3	9.0	1.6	5.7	-4.3	-5.9	0.1	-7.3	0.4	5.5	-6.9	-2.0	-0.4	1.5	-10.3	3.1	-3.4	2.8	4.4	-1.6	3.5	7.4	8.0	-1.7	5.8	6.1	4.7	-2.9	-0.3	7.2	-2.3	-4.4	-3.1	-2.4	-6.6	-1.0	-0.4	3.2	-5.1	-5.7	0.3	1.0	0.9	4.6	-3.2	-2.7	-2.0	0.0	3.5	-5.4	-2.2	-3.3	-0.5	-1.8	-7.9	7.5	2.2	3.9	0.1	0.6	5.2	8.6	1.5	
0.0	0.0	0.0	0.0	0.0	2.5	-7.2	4.3	-1.9	5.2	-6.3	2.3	1.3	3.3	11.8	-11.0	3.9	0.7	-3.2	5.9	-7.1	-6.6	-1.5	-2.8	-3.1	3.7	-4.4	-4.8	1.2	5.8	-11.2	-6.8	-6.8	0.2	7.5	1.5	-6.0	-6.6	0.1	4.1	-5.6	-9.3	1.3	-8.4	1.7	-9.5	-1.3	-2.6	-1.0	7.3	-5.4	-4.9	-6.3	2.3	1.5	-0.2	0.6	-10.8	-2.8	-1.8	-5.6	-8.0	-5.2	5.2	-2.9	3.9	5.2	1.0	-7.8	-6.0	0.2	-0.8	-3.8	-8.7	5.6	0.7	-5.3	-6.4	-1.0	5.5	0.5	-3.1	-6.7	-2.3	-4.1	-6.5	-6.4	-2.8	0.9	-7.5	0.6	-5.6	-4.1	-9.6	1.7	-2.6	2.7	-1.8	2.7	0.3	
0.0	0.0	0.0	0.0	0.0	0.0	27.9	-16.0	17.3	-19.7	30.9	-11.3	0.6	-9.4	-39.7	43.6	-7.3	20.1	32.3	-11.9	29.3	29.7	16.4	7.7	12.7	4.2	16.2	12.7	-3.0	-10.6	38.7	33.4	37.3	-2.3	-19.1	6.6	20.4	25.7	-2.6	-11.0	13.7	34.7	-3.2	43.7	-5.6	32.8	20.4	16.9	-7.7	-24.1	29.0	15.7	30.1	-3.8	-3.3	4.5	-6.8	39.7	14.4	3.5	12.9	32.3	22.6	-12.1	8.1	-9.1	-10.6	-3.6	29.6	23.5	-3.4	-0.8	6.1	40.5	-15.0	9.4	35.9	26.5	12.5	-17.6	-16.3	7.6	16.4	0.2	22.7	21.2	17.3	9.0	-3.0	21.2	2.9	30.1	20.6	48.1	-2.4	26.6	-7.1	8.8	-7.0	6.7	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7	-16.0	-7.7	-12.3	-4.0	-13.4	-6.5	-11.7	6.4	-9.7	-11.5	-12.8	-17.0	-4.3	2.7	-3.3	6.2	-10.3	-13.6	-3.7	11.6	1.3	-21.4	11.3	-0.9	-6.8	7.2	-13.2	-7.7	-2.2	-6.5	-8.3	-7.0	-1.9	-3.9	1.0	-4.8	-1.6	6.6	-10.2	-0.1	4.7	-7.0	-5.3	6.3	-12.5	-9.2	-6.5	-2.3	-0.9	1.1	5.3	-7.9	0.8	-6.8	-1.7	-4.6	4.0	-6.1	-20.8	-6.6	11.2	3.0	2.7	-4.9	5.9	-1.1	-19.2	5.5	-2.3	4.8	1.6	-10.3	-0.4	1.1	3.0	-0.8	-6.8	-1.0	8.4	6.4	-8.0	2.3	-6.5	0.8	-13.6	-8.7	8.1	-3.3	-7.6	0.1	-6.5	-4.5	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.1	5.8	17.5	3.9	21.1	3.4	12.4	-10.3	13.8	7.0	12.5	21.3	0.5	-2.4	-3.9	-3.6	15.5	13.9	10.2	-10.7	-6.2	24.7	-11.1	-3.3	4.5	-12.7	22.0	5.7	-1.9	-1.6	16.0	14.5	7.7	6.2	-5.4	-0.7	2.3	-6.7	15.1	-3.9	-4.6	15.2	6.0	-4.8	17.0	16.8	13.7	5.4	6.0	-1.1	-14.9	10.0	-2.6	6.0	-5.1	8.3	-6.1	7.1	31.0	10.4	-19.4	-9.6	1.5	6.1	-0.7	-2.5	23.5	-10.5	-4.9	-8.1	-6.0	13.3	8.0	-2.3	-4.5	6.9	12.4	1.5	-11.1	-7.2	10.3	1.1	13.0	1.4	17.1	9.6	-11.1	1.6	7.9	-0.2	8.2	5.2	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	-5.4	1.1	-1.0	8.9	12.7	-5.7	2.0	2.7	-5.2	5.3	-5.2	-4.4	3.3	-3.6	6.4	0.3	-1.3	1.9	2.8	5.8	-10.4	0.8	-7.0	-1.0	5.0	6.4	-0.1	-1.7	7.3	7.6	4.9	-9.5	-0.6	-5.0	7.5	-0.9	-3.7	-5.5	2.1	8.9	-9.6	2.8	-1.7	6.7	1.8	4.1	7.2	-4.7	-2.0	0.8	3.1	-1.1	-2.6	6.8	-3.7	1.8	1.5	3.0	-7.9	-7.4	0.9	2.9	1.6	-10.3	1.1	-2.8	-1.6	-2.0	-4.1	8.7	10.7	3.4	-1.0	6.8	-4.2	-3.1	-7.5	2.4	4.9	-3.3	0.4	-1.6	3.8	-8.9	5.9	-0.9	2.8	0.2	4.9	4.9	
